transaction_id,user_id,product_id,amount,date,sale_day,sale_month,sale_year,is_wallet_payment,is_wallet_payment_le,pay_Cash,pay_Credit Card,pay_Debit Card,pay_Net Banking,pay_UPI,pay_Wallet,amount_log,amount_sqrt,amount_standard_scaled,amount_minmax_scaled,category,name,age,city,registration_date,reg_day,reg_month,reg_year,gender_Female,gender_Male,gender_Other,purchase_frequency,avg_monthly_spend,spending_group,spending_group_encoded,days_since_last_purchase,spend_beauty,spend_books,spend_clothing,spend_electronics,spend_grocery,spend_home,spend_sports,spend_toys
T000168,U0057,P022,55.01,2023-06-06,6,6,2023,0,0,False,False,True,False,False,False,4.025530246221741,7.416872656315463,-0.2881209317328303,0.1977586375648429,Electronics,Aarav Gupta,25.0,Pune,2023-02-21,21,2,2023,False,True,False,5,87.152,High,2.0,407,132.32,72.69,30.35,55.01,0.0,145.39,0.0,0.0
T000169,U0131,P041,57.89,2024-02-02,2,2,2024,0,0,False,True,False,False,False,False,4.07567129695648,7.608547824650904,-0.21866764484263287,0.21185279436233728,Home,Muhammad Mukherjee,19.0,Patna,2024-08-26,26,8,2024,True,False,False,5,73.65,Medium,1.0,101,61.67,0.0,37.83,0.0,0.0,57.89,146.23,64.63
T000170,U0199,P023,34.34,2023-10-30,30,10,2023,0,0,False,False,False,False,True,False,3.5650154668915506,5.860034129593445,-0.7865929595176844,0.09660369971615936,Books,Meera Roy,32.0,Ghaziabad,2022-02-10,10,2,2022,False,True,False,9,92.57285714285715,High,2.0,81,0.0,288.35,40.28,61.43,0.0,218.94,39.01,0.0
T000171,U0061,P007,55.41,2024-06-08,8,6,2024,0,0,False,False,True,False,False,False,4.032646447751885,7.443789357578571,-0.27847464188696963,0.19971615934227266,Books,Aarohi Joshi,28.0,Chennai,2022-10-31,31,10,2022,False,True,False,7,118.92999999999999,High,2.0,126,0.0,78.55,163.11,0.0,218.94,91.79,0.0,42.26
T000172,U0051,P012,73.61,2023-11-10,10,11,2023,0,0,True,False,False,False,False,False,4.312274546483423,8.579627031520658,0.16043154609969454,0.2887834002153274,Sports,Kiara Mehta,34.0,Indore,2023-04-24,24,4,2023,True,False,False,3,72.70333333333333,Low,0.0,213,0.0,0.0,0.0,0.0,144.5,0.0,73.61,0.0
T000173,U0195,P049,130.41,2023-06-04,4,6,2023,1,1,False,False,False,False,False,True,4.878322206655547,11.419719786404569,1.530204704211921,0.5667514926103553,Home,Ishaan Reddy,33.0,Delhi,2022-06-19,19,6,2022,False,True,False,5,118.4225,High,2.0,276,0.0,108.28,0.0,0.0,0.0,130.41,0.0,235.0
T000174,U0046,P050,97.08,2025-10-08,8,10,2025,1,1,False,False,False,False,False,True,4.585783472187901,9.85291834940288,0.726427602805574,0.40364099050601937,Toys,Vivaan Ghosh,26.0,Delhi,2024-05-30,30,5,2024,False,True,False,4,123.63,High,2.0,24,218.94,28.54,0.0,0.0,149.96,0.0,0.0,97.08
T000175,U0119,P049,198.72,2025-07-08,8,7,2025,0,0,True,False,False,False,False,False,5.296916385632408,14.096808149364877,3.1775498526387898,0.901047274150925,Home,Ira Roy,41.0,Vadodara,2022-09-13,13,9,2022,False,True,False,6,109.14833333333333,High,2.0,116,33.16,218.94,0.0,0.0,0.0,238.55,0.0,164.24
T000176,U0175,P037,34.45,2024-10-23,23,10,2024,1,1,False,False,False,False,False,True,3.5681232529781366,5.869412236331676,-0.7839402298100727,0.09714201820495254,Clothing,Muhammad Singh,34.0,Kanpur,2022-07-03,3,7,2022,False,True,False,6,79.61,Medium,1.0,257,0.0,0.0,121.2,74.53999999999999,0.0,21.46,0.0,101.24
T000177,U0161,P021,92.15,2025-06-19,19,6,2025,0,0,False,False,True,False,False,False,4.5342110970475975,9.599479152537391,0.6075370804553404,0.37951453459919743,Books,Aarav Joshi,24.0,Pune,2023-05-15,15,5,2023,True,False,False,5,59.246,Medium,1.0,20,89.47,134.08,0.0,0.0,0.0,0.0,40.76,31.92
T000178,U0018,P031,60.95,2024-09-12,12,9,2024,0,0,False,False,False,True,False,False,4.126327608075152,7.807048097712733,-0.14487352752179808,0.22682783595967504,Grocery,Sai Iyer,34.0,Nagpur,2022-10-04,4,10,2022,True,False,False,5,112.43599999999999,High,2.0,339,0.0,138.42,0.0,104.94,279.89,0.0,38.93,0.0
T000179,U0071,P038,203.14,2024-12-21,21,12,2024,0,0,False,True,False,False,False,False,5.318806032975353,14.252719038836062,3.2841413554355516,0.9226778897915239,Home,Kabir Roy,34.0,Bengaluru,2022-01-10,10,1,2022,True,False,False,9,82.455,High,2.0,315,156.49,36.11,0.0,52.49,29.53,299.53,85.49,0.0
T000180,U0130,P005,33.62,2025-08-03,3,8,2025,0,0,False,False,False,False,True,False,3.544431549748063,5.79827560572969,-0.8039562812402339,0.09308016051678573,Books,Anaya Kapoor,27.0,Indore,2022-03-05,5,3,2022,True,False,False,5,44.57,Low,0.0,9,0.0,33.62,0.0,91.47999999999999,0.0,53.18000000000001,0.0,0.0
T000181,U0116,P003,32.99,2025-01-25,25,1,2025,0,0,False,True,False,False,False,False,3.5260663637080247,5.7436921923097515,-0.8191491877474645,0.08999706371733386,Beauty,Aditya Roy,34.0,Patna,2022-07-19,19,7,2022,True,False,False,11,94.10666666666667,High,2.0,124,32.99,35.78,159.60999999999999,56.14,0.0,168.49,111.63,0.0
T000182,U0074,P005,38.11,2023-07-04,4,7,2023,1,1,False,False,False,False,False,True,3.666378188767423,6.17332973362026,-0.695676677720447,0.11505334246843495,Books,Diya Gupta,44.0,Kanpur,2022-10-19,19,10,2022,False,True,False,6,60.69333333333333,Medium,1.0,258,0.0,133.3,0.0,0.0,79.6,74.37,76.89,0.0
T000183,U0158,P039,15.27,2025-02-26,26,2,2025,0,0,True,False,False,False,False,False,2.7893229212309465,3.9076847365159844,-1.2464798279190958,0.0032788489771948676,Grocery,Saanvi Khan,35.0,Kolkata,2024-04-30,30,4,2024,True,False,False,5,85.5725,Medium,1.0,156,129.83,0.0,0.0,0.0,15.27,70.67,0.0,126.52000000000001
T000184,U0119,P038,39.83,2023-03-26,26,3,2023,0,0,True,False,False,False,False,False,3.709417105331484,6.311101330195863,-0.6541976313832457,0.12347068611138297,Home,Ira Roy,41.0,Vadodara,2022-09-13,13,9,2022,False,True,False,6,109.14833333333333,High,2.0,116,33.16,218.94,0.0,0.0,0.0,238.55,0.0,164.24
T000185,U0116,P037,34.62,2024-01-21,21,1,2024,1,1,False,False,False,False,False,True,3.5729072778615154,5.88387627334226,-0.779840556625582,0.09797396496036016,Clothing,Aditya Roy,34.0,Patna,2022-07-19,19,7,2022,True,False,False,11,94.10666666666667,High,2.0,124,32.99,35.78,159.60999999999999,56.14,0.0,168.49,111.63,0.0
T000186,U0083,P039,59.75,2025-10-23,23,10,2025,0,0,False,False,False,True,False,False,4.1067670822206574,7.729812416870153,-0.1738123970593804,0.22095527062738574,Grocery,Arjun Khan,43.0,Thane,2023-07-19,19,7,2023,False,True,False,8,59.12375,High,2.0,9,0.0,103.51,71.42,0.0,99.24000000000001,140.98,0.0,57.84
T000187,U0039,P004,67.02,2023-07-31,31,7,2023,0,0,False,False,False,True,False,False,4.21980177957905,8.18657437515839,0.0015089208891386182,0.25653322893217184,Toys,Meera Gupta,21.0,Ahmedabad,2022-05-12,12,5,2022,False,False,True,6,61.31,Medium,1.0,44,0.0,24.26,97.15,0.0,0.0,0.0,49.9,135.24
T000188,U0088,P046,168.29,2025-10-30,30,10,2025,0,0,False,True,False,False,False,False,5.131613220649158,12.972663566130127,2.4437083526149337,0.7521288049329549,Toys,Sai Patel,34.0,Vadodara,2024-06-24,24,6,2024,True,False,False,3,104.09666666666665,Medium,1.0,2,0.0,0.0,0.0,43.93,0.0,100.07,0.0,168.29
T000189,U0166,P012,96.57,2024-05-22,22,5,2024,0,0,False,True,False,False,False,False,4.580570069119859,9.82700361249552,0.7141285832521014,0.40114515023979636,Sports,Meera Roy,35.0,Bengaluru,2022-10-29,29,10,2022,False,True,False,5,83.738,High,2.0,192,0.0,132.34,0.0,0.0,0.0,189.78,96.57,0.0
T000190,U0182,P029,38.62,2023-11-22,22,11,2023,0,0,False,False,False,True,False,False,3.6793340412704048,6.214499175315739,-0.6833776581669745,0.1175491827346579,Clothing,Vivaan Reddy,25.0,Patna,2024-08-29,29,8,2024,False,True,False,11,109.83833333333332,High,2.0,4,0.0,104.02,236.67,0.0,55.53,262.81,0.0,0.0
T000191,U0094,P024,31.85,2025-03-04,4,3,2025,0,0,False,False,False,False,True,False,3.4919517449306197,5.643580423808985,-0.8466411138081676,0.084418126651659,Home,Kabir Ghosh,29.0,Mumbai,2023-11-07,7,11,2023,False,True,False,5,80.005,Medium,1.0,98,74.34,161.98,0.0,0.0,0.0,31.85,37.25,14.6
T000192,U0105,P050,73.34,2023-04-18,18,4,2023,0,0,False,False,False,False,True,False,4.308649164869106,8.563877626402657,0.15392030045373864,0.2874620730155623,Toys,Kabir Amin,30.0,Indore,2022-12-01,1,12,2022,True,False,False,6,98.976,High,2.0,175,202.88,0.0,0.0,0.0,134.56,0.0,84.1,73.34
T000193,U0162,P042,24.73,2023-05-15,15,5,2023,0,0,False,False,False,False,True,False,3.2476576262936527,4.972926703662543,-1.018345073064489,0.04957423901340903,Home,Muhammad Mehta,38.0,Lucknow,2022-10-14,14,10,2022,True,False,False,6,76.75,Medium,1.0,252,0.0,15.74,134.48,0.0,47.37,24.73,84.68,0.0
T000194,U0085,P007,163.84,2025-03-02,2,3,2025,0,0,True,False,False,False,False,False,5.1049753064706165,12.8,2.336393378079733,0.7303513751590487,Books,Arjun Kapoor,25.0,Kanpur,2023-08-20,20,8,2023,False,True,False,6,78.62,High,2.0,114,33.94,229.31,55.21,28.28,0.0,46.36,0.0,0.0
T000195,U0073,P017,110.79,2023-11-04,4,11,2023,1,1,False,False,False,False,False,True,4.716622111282234,10.5256828757093,1.0570541872724513,0.4707350494274249,Beauty,Aarohi Das,31.0,Jaipur,2022-05-16,16,5,2022,False,False,True,5,84.952,High,2.0,16,110.79,98.9,110.78,0.0,104.29,0.0,0.0,0.0
T000196,U0086,P006,41.2,2023-10-17,17,10,2023,0,0,True,False,False,False,False,False,3.742420221041966,6.418722614352485,-0.6211590886611725,0.13017519819907997,Clothing,Aarohi Reddy,27.0,Ahmedabad,2022-02-12,12,2,2022,True,False,False,4,116.38,Medium,1.0,24,0.0,74.37,41.2,0.0,125.12,108.45,0.0,0.0
T000197,U0090,P020,19.53,2025-03-13,13,3,2025,1,1,False,False,False,False,False,True,3.0218872310308424,4.419275958796871,-1.1437468410606786,0.02412645590682197,Toys,Sai Iyer,36.0,Indore,2022-01-26,26,1,2022,False,True,False,5,57.08,Medium,1.0,233,0.0,97.86,0.0,98.55,0.0,27.84,41.62,19.53
T000198,U0034,P039,123.02,2023-06-23,23,6,2023,1,1,False,False,False,False,False,True,4.820442842921731,11.091438139393826,1.3519894993096435,0.5305862777723402,Grocery,Vihaan Singh,23.0,Visakhapatnam,2023-09-16,16,9,2023,False,False,True,9,136.374,High,2.0,5,103.98,84.49,51.52,39.12,247.26999999999998,46.11,109.38,0.0
T000199,U0080,P036,50.97,2024-11-03,3,11,2024,0,0,False,False,False,True,False,False,3.9506666290203505,7.139327699440614,-0.38554845917602387,0.17798766761280221,Sports,Ishaan Amin,18.0,Jaipur,2024-07-16,16,7,2024,True,False,False,7,62.01285714285715,High,2.0,200,0.0,0.0,59.05,101.83,138.17,43.27,91.77,0.0
T000200,U0033,P043,114.74,2023-07-11,11,7,2023,1,1,False,False,False,False,False,True,4.751346296145693,10.711675872616759,1.152311299500326,0.49006557697954384,Home,Ishaan Amin,31.0,Visakhapatnam,2024-07-23,23,7,2024,False,True,False,7,100.446,High,2.0,271,0.0,134.43,111.84,0.0,0.0,147.03,51.74,57.19
T000201,U0166,P043,20.98,2025-01-11,11,1,2025,0,0,False,False,False,True,False,False,3.090132948975475,4.580392996239515,-1.1087790403694333,0.031222472350004887,Home,Meera Roy,35.0,Bengaluru,2022-10-29,29,10,2022,False,True,False,5,83.738,High,2.0,192,0.0,132.34,0.0,0.0,0.0,189.78,96.57,0.0
T000202,U0005,P024,38.11,2024-01-05,5,1,2024,0,0,False,False,False,False,True,False,3.666378188767423,6.17332973362026,-0.695676677720447,0.11505334246843495,Home,Sara Sharma,30.0,Chennai,2024-01-04,4,1,2024,False,False,True,6,57.94833333333333,Medium,1.0,132,103.03,68.07,48.34,0.0,0.0,128.25,0.0,0.0
T000203,U0055,P022,54.77,2024-01-29,29,1,2024,0,0,False,False,False,True,False,False,4.021236090401462,7.400675644831356,-0.29390870564034666,0.19658412449838503,Electronics,Ishaan Roy,40.0,Bengaluru,2023-03-30,30,3,2023,False,True,False,2,136.855,Medium,1.0,30,0.0,0.0,0.0,54.77,218.94,0.0,0.0,0.0
T000204,U0058,P009,56.16,2023-06-08,8,6,2023,0,0,False,False,True,False,False,False,4.045854353061666,7.493997598078078,-0.26038784842598073,0.2033865126749535,Clothing,Meera Joshi,29.0,Nagpur,2024-07-13,13,7,2024,False,True,False,4,52.6725,Low,0.0,183,0.0,39.71,56.16,0.0,53.39,61.43,0.0,0.0
T000205,U0076,P007,41.68,2023-03-19,19,3,2023,0,0,True,False,False,False,False,False,3.7537304264335525,6.456004956627589,-0.6095835408461397,0.13252422433199568,Books,Ira Sharma,38.0,Vadodara,2022-11-03,3,11,2022,False,False,True,7,83.45666666666666,High,2.0,19,0.0,240.39999999999998,60.89,59.75,86.16,0.0,53.54,0.0
T000206,U0170,P022,79.34,2023-09-26,26,9,2023,0,0,True,False,False,False,False,False,4.386267628931136,8.907300376657341,0.29861464814164984,0.3168248996770089,Electronics,Diya Roy,25.0,Surat,2022-09-15,15,9,2022,True,False,False,7,115.75166666666667,High,2.0,122,0.0,172.16,0.0,79.34,110.02,292.81,0.0,40.18
T000207,U0153,P025,28.77,2023-11-29,29,11,2023,0,0,False,False,True,False,False,False,3.393501175027685,5.3637673327615545,-0.9209175456212955,0.06934520896544973,Electronics,Diya Gupta,26.0,Lucknow,2022-01-13,13,1,2022,False,False,True,5,72.48,Medium,1.0,98,50.63,0.0,0.0,28.77,160.31,0.0,0.0,50.21
T000208,U0047,P045,50.13,2023-12-06,6,12,2023,0,0,True,False,False,False,False,False,3.934371409091908,7.0802542327235685,-0.40580566785233135,0.17387687188019968,Grocery,Anaya Gupta,28.0,Kolkata,2022-10-13,13,10,2022,False,False,True,4,54.31666666666666,Low,0.0,28,0.0,52.54,0.0,0.0,86.52000000000001,23.89,0.0,0.0
T000209,U0185,P029,58.68,2025-04-21,21,4,2025,0,0,False,True,False,False,False,False,4.088996955895506,7.660287200882223,-0.1996162223970579,0.21571889987276105,Clothing,Ira Bose,30.0,Thane,2022-11-01,1,11,2022,True,False,False,4,72.525,Medium,1.0,52,0.0,40.7,58.68,0.0,0.0,0.0,61.06,129.66
T000210,U0094,P044,74.34,2024-05-01,1,5,2024,1,1,False,False,False,False,False,True,4.322011202263895,8.62206471791995,0.1780360250683905,0.2923558774591367,Beauty,Kabir Ghosh,29.0,Mumbai,2023-11-07,7,11,2023,False,True,False,5,80.005,Medium,1.0,98,74.34,161.98,0.0,0.0,0.0,31.85,37.25,14.6
T000211,U0114,P040,83.68,2025-07-08,8,7,2025,0,0,False,False,False,False,True,False,4.4388794462666645,9.147677300823418,0.4032768929692391,0.33806401096212196,Grocery,Sai Singh,51.0,Chennai,2022-05-31,31,5,2022,False,True,False,7,121.62666666666667,Medium,1.0,43,29.56,126.61000000000001,0.0,41.06,83.68,83.97,0.0,0.0
T000212,U0060,P035,27.8,2024-09-25,25,9,2024,0,0,False,False,True,False,False,False,3.3603753871419,5.272570530585627,-0.9443097984975078,0.06459821865518255,Sports,Ishaan Roy,39.0,Indore,2023-12-15,15,12,2023,True,False,False,2,47.62,Low,0.0,402,0.0,0.0,0.0,0.0,67.44,0.0,27.8,0.0
T000213,U0121,P013,21.75,2025-06-21,21,6,2025,0,0,False,False,False,False,True,False,3.1245651453969594,4.663689526544408,-1.0902099324161516,0.034990701771557206,Beauty,Ira Kapoor,38.0,Lucknow,2024-08-30,30,8,2024,False,False,True,7,76.548,Medium,1.0,75,62.35,79.14,0.0,0.0,30.6,111.39,0.0,99.26
T000214,U0119,P050,117.52,2025-02-21,21,2,2025,0,0,False,False,False,False,True,False,4.775081722705364,10.840664186294122,1.2193530139290583,0.5036703533326808,Toys,Ira Roy,41.0,Vadodara,2022-09-13,13,9,2022,False,True,False,6,109.14833333333333,High,2.0,116,33.16,218.94,0.0,0.0,0.0,238.55,0.0,164.24
T000215,U0129,P034,66.65,2023-11-28,28,11,2023,0,0,False,False,False,True,False,False,4.214347354616797,8.163945124754331,-0.007413897218282342,0.25472252128804934,Books,Arjun Das,32.0,Indore,2023-02-22,22,2,2023,False,True,False,7,109.98,High,2.0,245,26.4,66.65,93.42,0.0,0.0,207.53,45.92,0.0
T000216,U0052,P039,34.84,2024-05-27,27,5,2024,0,0,False,False,True,False,False,False,3.57906458810673,5.902541825349482,-0.7745350972103585,0.09905060193794658,Grocery,Vivaan Patel,28.0,Nagpur,2024-01-16,16,1,2024,False,True,False,12,84.46777777777778,High,2.0,24,57.08,122.91999999999999,157.13,134.35,97.29,191.44,0.0,0.0
T000217,U0014,P042,138.48,2025-01-30,30,1,2025,0,0,False,False,False,True,False,False,4.93792122180745,11.76775254668452,1.7248186018521612,0.606244494470001,Home,Sai Singh,18.0,Kolkata,2024-06-06,6,6,2024,False,True,False,5,114.965,High,2.0,275,227.37,0.0,0.0,52.85,0.0,138.48,41.16,0.0
T000218,U0142,P007,58.52,2023-09-13,13,9,2023,1,1,False,False,False,False,False,True,4.086312390524837,7.649836599562111,-0.20347473833540214,0.21493589116178918,Books,Kiara Khan,42.0,Bhopal,2022-01-20,20,1,2022,False,True,False,7,98.89250000000001,High,2.0,46,0.0,58.52,53.38,82.19,0.0,125.42,0.0,76.06
T000219,U0073,P006,110.78,2024-07-12,12,7,2024,0,0,False,False,True,False,False,False,4.716532653841552,10.525207836427745,1.0568130300263048,0.47068611138298916,Clothing,Aarohi Das,31.0,Jaipur,2022-05-16,16,5,2022,False,False,True,5,84.952,High,2.0,16,110.79,98.9,110.78,0.0,104.29,0.0,0.0,0.0
T000220,U0116,P033,56.86,2025-06-14,14,6,2025,0,0,False,False,True,False,False,False,4.058026299547989,7.5405570086035425,-0.24350684119572433,0.20681217578545558,Clothing,Aditya Roy,34.0,Patna,2022-07-19,19,7,2022,True,False,False,11,94.10666666666667,High,2.0,124,32.99,35.78,159.60999999999999,56.14,0.0,168.49,111.63,0.0
T000221,U0024,P015,188.0,2024-12-16,16,12,2024,0,0,False,False,False,True,False,False,5.241747015059643,13.711309200802088,2.919029284769722,0.848585690515807,Books,Aarohi Kapoor,20.0,Patna,2023-03-15,15,3,2023,True,False,False,11,96.98142857142857,High,2.0,90,112.61,313.02,89.07000000000001,62.27,55.78,46.12,0.0,0.0
T000222,U0007,P027,156.52,2025-03-22,22,3,2025,0,0,False,True,False,False,False,False,5.05955243433087,12.51079533842673,2.1598662739004815,0.6945287266320839,Toys,Ishaan Sharma,44.0,Indore,2022-12-15,15,12,2022,False,True,False,5,85.938,High,2.0,13,0.0,0.0,47.02,47.71,141.4,37.04,0.0,156.52
T000223,U0129,P024,47.02,2025-03-01,1,3,2025,0,0,False,False,True,False,False,False,3.8716175907931074,6.857113095173507,-0.4808055714038987,0.1586571400606832,Home,Arjun Das,32.0,Indore,2023-02-22,22,2,2023,False,True,False,7,109.98,High,2.0,245,26.4,66.65,93.42,0.0,0.0,207.53,45.92,0.0
T000224,U0021,P024,97.8,2023-02-27,27,2,2023,0,0,False,False,True,False,False,False,4.593097604753822,9.889388252060893,0.7437909245281232,0.40716452970539296,Home,Ishaan Gupta,43.0,Patna,2024-06-16,16,6,2024,False,True,False,4,83.7875,Medium,1.0,473,117.85,119.5,0.0,0.0,0.0,97.8,0.0,0.0
T000225,U0082,P007,80.42,2024-11-17,17,11,2024,1,1,False,False,False,False,False,True,4.399620943074833,8.967719888578143,0.3246596307254738,0.3221102084760693,Books,Ishaan Verma,34.0,Lucknow,2024-02-29,29,2,2024,False,True,False,7,66.91666666666667,High,2.0,30,0.0,188.73000000000002,0.0,61.47,38.92,112.38,0.0,0.0
T000226,U0038,P009,124.11,2024-08-10,10,8,2024,0,0,False,True,False,False,False,False,4.829193350329309,11.140466776576284,1.378275639139614,0.5359205246158364,Clothing,Vivaan Ghosh,18.0,Bengaluru,2022-03-29,29,3,2022,False,False,True,4,95.24666666666667,Medium,1.0,192,33.85,69.62,124.11,0.0,0.0,0.0,0.0,58.16
T000227,U0121,P045,30.6,2025-08-18,18,8,2025,0,0,False,False,True,False,False,False,3.4531571205928664,5.531726674375733,-0.8767857695764825,0.07830087109719096,Grocery,Ira Kapoor,38.0,Lucknow,2024-08-30,30,8,2024,False,False,True,7,76.548,Medium,1.0,75,62.35,79.14,0.0,0.0,30.6,111.39,0.0,99.26
T000228,U0115,P040,82.4,2023-06-12,12,6,2023,0,0,False,True,False,False,False,False,4.423648309364701,9.077444574328174,0.37240876546248464,0.3317999412743467,Grocery,Aarav Verma,30.0,Bhopal,2023-09-18,18,9,2023,False,True,False,6,44.77333333333333,Medium,1.0,17,0.0,30.12,0.0,0.0,118.68,80.47,39.37,0.0
T000229,U0005,P017,103.03,2023-11-03,3,11,2023,0,0,False,False,True,False,False,False,4.644679319082804,10.15036945140422,0.8699161642627526,0.43275912694528723,Beauty,Sara Sharma,30.0,Chennai,2024-01-04,4,1,2024,False,False,True,6,57.94833333333333,Medium,1.0,132,103.03,68.07,48.34,0.0,0.0,128.25,0.0,0.0
T000230,U0141,P047,19.01,2025-05-16,16,5,2025,0,0,True,False,False,False,False,False,2.996232148595642,4.360045871318328,-1.1562870178602975,0.021581677596163265,Electronics,Anaya Nair,33.0,Jaipur,2024-02-10,10,2,2024,True,False,False,9,82.38166666666667,High,2.0,47,78.86,14.6,186.62,168.29999999999998,22.9,23.01,0.0,0.0
T000231,U0029,P050,26.84,2024-05-01,1,5,2024,0,0,False,False,False,False,True,False,3.326473835466219,5.180733538795447,-0.9674608941275734,0.05990016638935107,Toys,Sara Roy,27.0,Jaipur,2024-09-21,21,9,2024,False,False,True,3,70.53,Low,0.0,24,0.0,0.0,52.74,0.0,0.0,0.0,0.0,88.32
T000232,U0078,P008,16.06,2024-05-03,3,5,2024,0,0,False,True,False,False,False,False,2.836736542063533,4.007492981902775,-1.2274284054735207,0.007144954487618663,Books,Vihaan Kapoor,29.0,Jaipur,2022-10-16,16,10,2022,False,True,False,4,42.51,Low,0.0,375,0.0,16.06,0.0,75.44,0.0,40.99,0.0,37.55
T000233,U0108,P041,46.45,2025-07-25,25,7,2025,0,0,True,False,False,False,False,False,3.859676525055937,6.815423684555495,-0.49455153443425026,0.15586767152784575,Home,Saanvi Singh,33.0,Vadodara,2024-05-03,3,5,2024,True,False,False,6,75.902,Medium,1.0,99,108.77,48.7,0.0,57.17,52.21,112.66,0.0,0.0
T000234,U0017,P008,83.98,2023-02-03,3,2,2023,0,0,False,False,False,True,False,False,4.442415934686665,9.164060235506966,0.4105116103536346,0.3395321522951943,Books,Ishaan Gupta,23.0,Pune,2023-07-01,1,7,2023,False,False,True,5,91.42,Medium,1.0,55,0.0,83.98,55.29,53.77,0.0,0.0,22.39,150.25
T000235,U0162,P033,134.48,2024-05-10,10,5,2024,0,0,True,False,False,False,False,False,4.908824027949571,11.59655121145938,1.6283557033935538,0.5866692766957032,Clothing,Muhammad Mehta,38.0,Lucknow,2022-10-14,14,10,2022,True,False,False,6,76.75,Medium,1.0,252,0.0,15.74,134.48,0.0,47.37,24.73,84.68,0.0
T000236,U0184,P010,57.08,2025-05-29,29,5,2025,0,0,False,False,False,False,True,False,4.06182137051654,7.555130707009641,-0.23820138178050093,0.20788881276304194,Sports,Kiara Kulkarni,35.0,Ghaziabad,2022-08-20,20,8,2022,False,False,True,6,143.685,High,2.0,109,0.0,0.0,23.72,0.0,0.0,228.73,322.28999999999996,0.0
T000237,U0001,P040,145.06,2024-05-07,7,5,2024,0,0,False,False,False,False,True,False,4.984017496191964,12.044085685513865,1.883500069816571,0.6384457277087208,Grocery,Vihaan Sharma,35.0,Jaipur,2022-09-08,8,9,2022,False,False,True,3,77.47333333333334,Low,0.0,438,42.43,0.0,0.0,44.93,145.06,0.0,0.0,0.0
T000238,U0147,P027,23.85,2023-06-25,25,6,2023,0,0,False,False,True,False,False,False,3.2128577525426376,4.883646178829912,-1.0395669107253827,0.04526769110306353,Toys,Ishaan Mehta,22.0,Ghaziabad,2023-09-14,14,9,2023,False,True,False,12,75.10333333333334,High,2.0,7,40.02,257.28,32.85,103.53999999999999,77.19,141.2,0.0,23.85
T000239,U0135,P024,19.65,2023-02-11,11,2,2023,0,0,False,True,False,False,False,False,3.027715319407042,4.4328320518603,-1.1408529541069206,0.024713712440050883,Home,Ishaan Mukherjee,24.0,Mumbai,2023-02-03,3,2,2023,True,False,False,8,77.40666666666667,High,2.0,183,105.1,63.46,92.0,0.0,25.77,85.44999999999999,0.0,92.66
T000240,U0100,P031,52.81,2025-03-03,3,3,2025,0,0,False,True,False,False,False,False,3.9854593235013285,7.267048919609665,-0.34117552588506433,0.18699226778897915,Grocery,Anaya Mukherjee,30.0,Visakhapatnam,2022-04-29,29,4,2022,False,False,True,8,113.37,High,2.0,63,0.0,84.14,0.0,63.2,52.81,64.62,189.65,112.43
T000241,U0096,P017,68.75,2023-02-03,3,2,2023,1,1,False,False,False,False,False,True,4.244917420701475,8.2915619758885,0.04322912447248645,0.2649995106195556,Beauty,Aditya Khan,20.0,Visakhapatnam,2023-02-14,14,2,2023,True,False,False,6,102.89750000000001,High,2.0,46,108.61,0.0,0.0,58.3,200.99,0.0,0.0,43.69
T000242,U0092,P005,53.54,2024-05-08,8,5,2024,0,0,False,False,False,False,True,False,3.9989343774174424,7.3171032519706865,-0.32357104691636857,0.19056474503278847,Books,Reyansh Patel,39.0,Delhi,2024-05-29,29,5,2024,True,False,False,2,45.8,Low,0.0,542,0.0,53.54,38.06,0.0,0.0,0.0,0.0,0.0
T000243,U0188,P043,15.79,2023-08-01,1,8,2023,1,1,False,False,False,False,False,True,2.8207834710894493,3.9736632972611052,-1.2339396511194767,0.005823627287853572,Home,Muhammad Das,31.0,Bengaluru,2022-06-10,10,6,2022,True,False,False,8,81.32333333333334,High,2.0,242,0.0,49.1,222.48,0.0,0.0,142.34,74.02,0.0
T000244,U0198,P038,51.76,2024-11-11,11,11,2024,1,1,False,False,False,False,False,True,3.965753327849114,7.194442299441979,-0.3664970367304489,0.18185377312322598,Home,Kabir Bose,33.0,Visakhapatnam,2023-07-07,7,7,2023,True,False,False,3,80.575,Low,0.0,3,31.38,0.0,78.01,0.0,0.0,51.76,0.0,0.0
T000245,U0035,P003,24.96,2024-11-24,24,11,2024,0,0,False,False,False,False,True,False,3.2565568918358894,4.995998398718719,-1.012798456403119,0.05069981403543114,Beauty,Muhammad Reddy,38.0,Pune,2023-07-07,7,7,2023,True,False,False,5,64.02250000000001,Medium,1.0,98,24.96,122.17,66.89,0.0,0.0,42.07,0.0,0.0
T000246,U0165,P012,81.6,2025-08-09,9,8,2025,1,1,False,False,False,False,False,True,4.414009680526933,9.033271832508971,0.35311618577076287,0.3278848977194871,Sports,Aarohi Ghosh,39.0,Bhopal,2023-10-24,24,10,2023,False,False,True,3,126.62,Medium,1.0,84,0.0,105.99,0.0,0.0,0.0,65.65,81.6,0.0
